ticker,fiscalQuarter,commonSharesOutstanding_,commonSharesTraded_,capitalExpenditure_,oiadpq,netIncome_,operatingIncome_,shareholdersEquity_,totalAssets_,EPS_,debtToTotalAssets,niToAsset,ROA,ROE,revenueGrowth,netIncomeGrowth,quickRatio,rsi,mva,cfroi,companyName,revtq,salePrice,realGDPSA,m2SA,m2MinusM1SA,m2Velocity,primeRate
NMRK,2018Q2,154.762,17997277.0,9.128,26.163,0.739,420.255,757.395,2837.139,0.0,-0.2666048438233022,0.0002507511932312,0.0002604736673106,0.0009757128050752,0.0840008363146402,-0.9630444566685002,0.6103358097633503,0.0,764.3343,-0.0752883619745514,NEWMARK GROUP INC,0.147,1106615.900174488,20150.476,14051.133333333331,10392.6,1.465,4.796875
NMRK,2018Q3,154.779,16752648.0,10.786,69.92,68.237,423.016,988.3,3721.094,0.43,-0.2653251973747505,0.0212899475767111,0.0183378866537636,0.0690448244460184,0.1118471386720214,91.33694181326116,0.4401536352732881,0.0,285.596,-0.3928114201482209,NEWMARK GROUP INC,0.288,1059250.7721664826,20276.154,14189.133333333331,10502.266666666666,1.466,5.007936507936508
NMRK,2018Q4,178.201,84471173.0,21.016,62.892,17.759,539.653,1056.799,3454.157,0.09,-0.3056603970230652,0.0054352333747017,0.0051413412881927,0.0168045200648373,0.2175791090748233,-0.7397452994709615,0.4602739693110639,0.0,-191.723,-0.1857299004536416,NEWMARK GROUP INC,0.272,1286725.6458312972,20304.874,14294.933333333334,10567.866666666669,1.463,5.278225806451613
NMRK,2019Q1,178.708,77803752.0,5.936,47.51,16.904,371.842,1020.798,3453.198,0.08,-0.2953198745047344,0.0048951725328231,0.0048951725328231,0.0165595935728714,-0.2913370619495924,-0.0481446027366405,0.4456387132085848,100.0,-304.3082999999999,0.0204375468724328,NEWMARK GROUP INC,0.437,1182763.236844842,20431.641,14484.5,10732.9,1.458,5.5
NMRK,2019Q2,177.965,63295138.0,10.74,52.992,22.668,465.061,1016.003,3506.858,0.11,-0.289433732418022,0.0065137406940403,0.0064639058667331,0.022310957743235,0.2319236199224403,0.3409843823946994,0.4904456297067199,100.0,-248.2992999999999,0.1101403040660368,NEWMARK GROUP INC,0.584,1505876.5066833564,20602.275,14659.433333333334,10855.7,1.46,5.5
NMRK,2019Q3,176.275,48520396.0,23.447,58.785,88.698,491.068,978.913,3583.68,0.48,-0.2728795539780337,0.0252371645117062,0.0247505357621216,0.090608664917107,0.0637486898842747,2.9129168872419267,0.5300994569072007,100.0,-237.9414999999999,0.1987781722200159,NEWMARK GROUP INC,0.736,1449060.8816996848,20843.322,14939.866666666669,11072.0,1.454,5.307692307692308
NMRK,2019Q4,177.551,51304033.0,34.526,18.695,-10.965,586.035,940.625,3201.599,-0.08,-0.2934861611338584,-0.003190900767424,-0.0034248511446936,-0.0116571428571428,0.0779532042125072,-1.12362172766015,0.8209782597258241,100.0,609.5707,0.4576358910904863,NEWMARK GROUP INC,0.651,1423572.264272428,20985.448,15264.066666666666,11306.566666666666,1.437,4.834677419354839
NMRK,2020Q1,177.988,87099899.0,9.849,15.547,8.182,423.644,920.933,3886.237,0.03,-0.2367156197627679,0.0021053785448494,0.0021053785448494,0.0088844682512191,-0.2347287321858929,-1.7461924304605565,0.6704354064794509,0.0,-1359.884,-0.2598654310198547,NEWMARK GROUP INC,0.667,1553069.2605383706,20693.238,15625.866666666669,11540.4,1.39,4.395161290322581
NMRK,2020Q2,179.097,119298637.0,11.977,47.575,0.311,306.195,884.812,4132.238,-0.01,-0.2138821626440684,7.75708597956594e-05,7.52618798820397e-05,0.0003514870955638,-0.2070816027111359,-0.9619897335614764,0.5136150393521985,6.21497707590423,-1204.7366000000002,-0.3856753816595071,NEWMARK GROUP INC,0.798,1116661.6523939923,19056.617,17666.766666666666,5136.666666666666,1.128,3.25
NMRK,2020Q3,179.916,63859290.0,16.182,37.02,75.348,370.378,890.117,4678.612,0.39,-0.19003862684061,0.0178028235925295,0.0161047763738476,0.0846495460709097,0.1360586056911734,241.2765273311897,0.4122331434907201,5.890873973925636,-1231.9849,-0.5524523893189929,NEWMARK GROUP INC,0.812,1213428.421848433,20548.793,18419.63333333333,1486.1666666666642,1.177,3.25
NMRK,2020Q4,182.461,71141040.0,19.626,78.55,-3.781,490.896,921.147,3982.45,-0.03,-0.2310504839985436,-0.0009067397973936,-0.0009494155607728,-0.0041046651620208,0.3796547571256523,-1.0501804958326697,0.4294085704970174,26.866791744840526,-510.0653,-0.3415195607858567,NEWMARK GROUP INC,0.735,1271328.3096547069,20771.691,18954.533333333333,1352.2333333333336,1.164,3.25
NMRK,2021Q1,184.4,57365154.0,2.443,67.294,33.105,415.633,970.673,4000.733,0.16,-0.2423738349947372,0.0082747336550577,0.0082747336550577,0.0341052032970938,-0.1620249207716327,-9.75562020629463,0.4648615558100799,100.0,-253.5300000000002,0.114904081393287,NEWMARK GROUP INC,0.748,855158.0054728026,21058.379,19593.266666666663,1244.7666666666664,1.156,3.25
NMRK,2021Q2,201.022,51766852.0,6.103,-349.516,439.744,948.519,1571.22,4634.095,2.13,-0.3388407013667177,0.1018535632672706,0.09489317763231,0.2798742378533878,0.2497936426048652,12.283310678145297,1.0758401166580442,100.0,-277.92480000000023,0.2671565124720813,NEWMARK GROUP INC,0.583,1329110.84490085,21389.005,20354.1,1173.26666666667,1.148,3.25
NMRK,2021Q3,195.693,50543019.0,11.282,122.945,128.549,636.298,1623.722,5333.165,0.63,-0.3042699785211971,0.0276093351421353,0.0241036982729767,0.0791693405644562,0.2512498590981327,-0.7076731007131423,0.6120659028236568,100.0,-9.00920000000042,-0.1078496194712361,NEWMARK GROUP INC,0.486,1167546.4193757384,21571.421,20806.1,1124.9666666666708,1.15,3.25
NMRK,2021Q4,189.558,72164708.0,19.721,184.262,149.33,759.279,1664.193,5216.201,0.74,-0.3188514016235187,0.031136048770149,0.0286281145991115,0.0897311790158954,0.2491226022235024,0.1616582003749542,0.6621274468804114,100.0,728.2865999999999,-0.016110350393258,NEWMARK GROUP INC,0.476,2122464.13742336,21960.388,21310.166666666668,1083.0666666666657,1.163,3.25
NMRK,2022Q1,189.843,84653994.0,8.669,98.589,0.362,541.951,1617.862,4440.444,0.0,-0.3641216959385142,8.152337919361216e-05,8.152337919361216e-05,0.0002237520876317,-0.3110508641232913,-0.9975758387464004,0.798054266959026,0.0,248.25059999999985,0.1682172830440743,NEWMARK GROUP INC,0.453,1470329.5722762686,21903.85,21663.63333333333,1048.9333333333343,1.164,3.294354838709677
NMRK,2022Q2,181.288,114098582.0,17.529,104.446,48.519,608.147,1521.0,4614.991,0.26,-0.3293614223733047,0.0107159954215341,0.0105133466132436,0.0318994082840236,0.1136827733849172,133.0303867403315,0.561891087851152,0.0,-945.5669999999998,0.1160071800901001,NEWMARK GROUP INC,0.173,1589976.8317874055,21919.222,21694.0,1031.066666666669,1.19,3.928571428571429
NMRK,2022Q3,171.817,80363695.0,40.015,61.214,27.967,557.239,1484.114,4740.704,0.15,-0.3128467839375755,0.0060814841021825,0.0058993347823445,0.0188442397282149,-0.1200844109766042,-0.4235866361631526,0.5603345828075403,0.0,-1260.4709999999998,0.0924553875296372,NEWMARK GROUP INC,0.173,1899299.7391268576,22066.784,21589.63333333333,1173.7666666666628,1.217,5.373076923076923
NMRK,2022Q4,171.671,69338110.0,62.189,33.384,6.427,524.396,1524.865,3940.759,0.04,-0.3866932740621794,0.0014494078953377,0.0016309040974086,0.0042147993428926,-0.0863075983305398,-0.7701934422712482,0.5949460013870039,0.0,-800.2851,0.5059174525309765,NEWMARK GROUP INC,0.0,1629664.3389195038,22249.459,21333.966666666664,1438.5999999999983,1.253,6.819672131147541
BEKE,2018Q4,458.324,,78.928,-177.092,-68.019,4226.943,2160.352,5650.945,-0.06,-0.3821222822023573,-0.0120367478359814,-0.0120367478359814,-0.0314851468649553,425.83398237343727,50.883295194508015,1.3306247087275749,,,0.175844879178903,KE HOLDINGS INC,1.444,1286725.6458312972,20304.874,14294.933333333334,10567.866666666669,1.463,5.278225806451613
BEKE,2019Q1,458.324,,78.928,-177.092,-68.019,4226.943,2160.352,5650.945,-0.06,-0.3821222822023573,-0.0120367478359814,-0.0120367478359814,-0.0314851468649553,-0.7080947005147122,0.0,1.3306247087275749,,,0.175844879178903,KE HOLDINGS INC,1.17,1182763.236844842,20431.641,14484.5,10732.9,1.458,5.5
BEKE,2019Q2,458.324,,78.928,136.545,81.028,2655.429,2160.352,5650.945,0.07,-0.3821222822023573,-0.0120367478359814,-0.0120367478359814,-0.0314851468649553,0.348841379208241,-2.1912553845249123,1.3306247087275749,,,0.175844879178903,KE HOLDINGS INC,1.253,1505876.5066833564,20602.275,14659.433333333334,10855.7,1.46,5.5
BEKE,2019Q3,458.324,,78.928,136.545,81.028,2655.429,2160.352,5650.945,0.07,-0.3821222822023573,-0.0120367478359814,-0.0120367478359814,-0.0314851468649553,-0.042674642665496,0.0,1.3306247087275749,,,0.175844879178903,KE HOLDINGS INC,1.191,1449060.8816996848,20843.322,14939.866666666669,11072.0,1.454,5.307692307692308
BEKE,2019Q4,490.056,,100.963,-392.977,-394.621,4060.226,4529.021,9660.389,-0.35,-0.4687203589834736,-0.0408493902264184,-0.0408493902264184,-0.0871316339668109,0.3903933724729083,-5.87018067828405,1.8675115481525584,,,0.0028536436309849,KE HOLDINGS INC,1.254,1423572.264272428,20985.448,15264.066666666666,11306.566666666666,1.437,4.834677419354839
BEKE,2020Q1,490.056,,100.963,-392.977,-173.489,4060.226,4529.021,9660.389,-0.15,-0.4687203589834736,-0.0408493902264184,-0.0408493902264184,-0.0871316339668109,-0.5394368778145802,-0.5603655152665469,1.8675115481525584,,,0.0028536436309849,KE HOLDINGS INC,1.084,1553069.2605383706,20693.238,15625.866666666669,11540.4,1.39,4.395161290322581
BEKE,2020Q2,1127.479,,42.089,234.428,401.106,3547.695,4782.857,10193.154,0.36,-0.469124375046232,0.0393505287960919,0.0393505287960919,0.0838632641536219,1.8386720393581812,-3.3119967260172114,1.886461745333461,,,0.1205944608987031,KE HOLDINGS INC,1.056,1116661.6523939923,19056.617,17666.766666666666,5136.666666666666,1.128,3.25
BEKE,2020Q3,1143.379,189415743.0,42.089,-2.489,20.169,3136.181,7529.679,13397.084,0.02,-0.5619640064957419,0.0017099445965742,0.0015054768634726,0.0026786002431179,0.1148382597970079,-0.949716533784087,2.385861043536849,,,0.1393736150204393,KE HOLDINGS INC,1.048,1213428.421848433,20548.793,18419.63333333333,1486.1666666666642,1.177,3.25
BEKE,2020Q4,1184.089,166016870.0,134.971,236.405,174.868,3393.918,10163.519,15870.187,0.15,-0.6403528200392345,0.0132944336002463,0.0110186477323802,0.0172054580701821,0.1579673433953652,7.670137339481382,2.602747333052485,100.0,,0.1324887924510649,KE HOLDINGS INC,1.215,1271328.3096547069,20771.691,18954.533333333333,1352.2333333333336,1.164,3.25
BEKE,2021Q1,1190.898,298518051.0,134.971,154.631,161.548,2959.701,10452.595,16321.607,0.13,-0.6403533058969009,0.0098977998918856,0.0098977998918856,0.0154553008128603,-0.1426643457074695,-0.0761717409703318,2.5066949260219458,0.0,,0.0338695218636354,KE HOLDINGS INC,1.396,855158.0054728026,21058.379,19593.266666666663,1244.7666666666664,1.156,3.25
BEKE,2021Q2,1190.998,367538570.0,134.971,175.084,174.586,3562.999,10755.751,16656.817,0.15,-0.6456666360685839,0.0105878922534321,0.0104813542707469,0.016231874464182,0.2000672467277375,0.0807066630351351,2.455834707993008,0.0,,0.0469300700404675,KE HOLDINGS INC,1.149,1329110.84490085,21389.005,20354.1,1173.26666666667,1.148,3.25
BEKE,2021Q3,1190.902,816624152.0,134.971,-294.602,-273.201,3062.872,10576.229,15850.004,-0.24,-0.6672067085913669,-0.0167853652794228,-0.0172366518014758,-0.025831607844346,-0.2554757581849466,-2.5648505607551577,2.392126821871713,0.0,,0.0318349054088361,KE HOLDINGS INC,1.163,1167546.4193757384,21571.421,20806.1,1124.9666666666708,1.15,3.25
BEKE,2021Q4,1197.071,677906984.0,225.108,-130.848,-145.442,3006.47,10555.912,15792.25,-0.12,-0.6683602399911349,-0.009002814857498,-0.0092097072931342,-0.0137782505197087,0.0421679830762524,-0.4676373805366745,2.4165753778916224,4.120513956579529,,0.0503640260465593,KE HOLDINGS INC,1.452,2122464.13742336,21960.388,21310.166666666668,1083.0666666666657,1.163,3.25
BEKE,2022Q1,1197.07,1074026481.0,225.108,-144.792,-97.473,2068.028,10493.722,15663.052,-0.08,-0.669902775014729,-0.0062231166697269,-0.0062231166697269,-0.0092886966130797,-0.3270539881560153,-0.3298153215714856,2.1611142796584386,0.0,,0.0117807925257172,KE HOLDINGS INC,1.206,1470329.5722762686,21903.85,21663.63333333333,1048.9333333333343,1.164,3.294354838709677
BEKE,2022Q2,1264.407,935524702.0,46.774,-207.429,-273.642,2103.192,9949.276,15578.133,-0.23,-0.6386051524916369,-0.0175180294857573,-0.0175657763353285,-0.0275037098176791,-0.0146403918386485,1.8073620387184144,1.8704747642150283,41.86046511627906,,0.052840275307165,KE HOLDINGS INC,1.254,1589976.8317874055,21919.222,21694.0,1031.066666666669,1.19,3.928571428571429
BEKE,2022Q3,1264.407,700420895.0,46.774,191.409,123.287,2006.893,9733.037,15179.286,0.1,-0.6411393131402887,0.0079676270410957,0.0081220552798069,0.0126668582478418,0.1508394497812024,-1.4505412180878667,2.078837506082835,40.55232558139535,,0.0768027964243558,KE HOLDINGS INC,1.251,1899299.7391268576,22066.784,21589.63333333333,1173.7666666666628,1.217,5.373076923076923
BEKE,2022Q4,1250.504,884357913.0,114.979,61.516,46.865,2499.492,10011.996,15853.944,0.04,-0.6314514546033466,0.0030102249856542,0.002956046772967,0.0046808848105812,0.1684425144828805,-0.6198707081849668,2.108408504821415,32.21709006928407,,0.1113168502832062,KE HOLDINGS INC,1.492,1629664.3389195038,22249.459,21333.966666666664,1438.5999999999983,1.253,6.819672131147541
BEKE,2023Q1,1250.218,575768094.0,114.979,433.52,399.868,2468.556,10476.878,17173.272,0.33,-0.6100106025223382,0.0232843222887286,0.0232843222887286,0.0381667134045084,0.1256601721614598,7.532337565347273,2.108408504821415,100.0,,0.0963217945916556,KE HOLDINGS INC,1.313,1459613.6526816022,22403.435,21088.666666666668,1809.133333333335,1.288,7.693548387096774
BEKE,2023Q2,1248.952,456127844.0,114.979,130.674,159.346,2354.143,10036.289,16190.102,0.13,-0.6198409991487391,0.0095521514101061,0.0098421862938232,0.0158769840127162,-0.1426931837737419,-0.6015034961537307,2.108408504821415,55.01691093573844,,0.0922521924950173,KE HOLDINGS INC,1.469,1238056.3459540647,22539.418,20771.3,2238.3,1.322,8.158730158730158
BEKE,2023Q3,1253.038,566060776.0,114.979,122.163,155.3,2237.604,9862.892,16224.356,0.13,-0.6078448968945208,0.0093954694034189,0.0095720286216599,0.0157458887312159,-0.0486870992266269,-0.025391286885143,2.108408504821415,58.17610062893081,,0.1167553792183682,KE HOLDINGS INC,1.342,1218472.687682179,22780.933000000005,20746.4,2515.4333333333343,1.348,8.432539682539682
BEKE,2023Q4,1233.083,395988568.0,123.259,3.351,115.199,3021.144,10182.546,16970.452,0.1,-0.5999572669013177,0.006923205925306,0.0067882104731211,0.0113133787954407,0.2787858699291137,-0.2582163554410818,1.7571461120041334,60.99706744868035,,0.1380758718651865,KE HOLDINGS INC,1.494,1295990.379490689,22960.6,20695.166666666668,2729.8666666666686,1.367,8.5
BEKE,2024Q1,1190.367,486481640.0,123.259,1.642,59.8,2221.747,9573.634,16484.168,0.05,-0.5807168429732091,0.0036277232796947,0.0036277232796947,0.0062463219295828,-0.263254945269107,-0.4808982716863862,1.7571461120041334,0.0,,-0.0118457406337601,KE HOLDINGS INC,1.372,1295990.379490689,23053.545,20845.466666666664,2876.0666666666657,1.373,8.5
BEKE,2024Q2,1181.066,562655340.0,123.259,282.304,259.987,2890.67,9729.588,16857.18,0.22,-0.5771183555019286,0.015595470225139,0.0154229236444055,0.026721275351022,0.4114809120996801,3.3476086956521742,1.7571461120041334,14.482758620689651,,0.0487562635021534,KE HOLDINGS INC,1.418,1295990.379490689,23223.906,20998.5,2993.2000000000007,1.382,8.5
CBRE,2010Q1,321.82,249736821.0,2.898,53.729,-6.627,945.859,789.475,4867.415,-0.02,-0.1619905021453893,-0.0013615029743714,-0.0013615029743714,-0.0083941860096899,256469.75,3312.5,1.4967425382319397,,1743.7729999999997,0.0019675317035922,CBRE GROUP INC,0.0,596771.8953879483,16582.71,8509.766666666668,6814.300000000002,1.735,3.25
CBRE,2010Q2,321.784,317942875.0,7.161,97.162,54.79,1047.141,820.61,4931.05,0.17,-0.1662140923332758,0.01118338433622,0.0111112237758692,0.0667674047355016,0.1423515157186541,-9.26769277199336,1.4629108640787762,0.0,1087.1862,0.0285660470526548,CBRE GROUP INC,2.926,623600.6730619653,16743.162,8597.6,6884.033333333334,1.742,3.25
CBRE,2010Q3,322.98,246820401.0,17.885,133.612,57.038,1107.001,956.964,5075.063,0.18,-0.1883649523168481,0.0115046006569524,0.0112388752612529,0.0596030780677225,0.0804654587902407,0.0410293849242562,1.349126760703362,67.58321273516643,2688.7954000000004,0.0937678831927207,CBRE GROUP INC,3.05,645188.8766856759,16872.266,8682.300000000001,6936.000000000001,1.744,3.25
CBRE,2010Q4,323.595,232532979.0,68.464,177.149,95.144,1445.282,1065.795,5121.568,0.3,-0.2079041028060156,0.0190334670061099,0.0185771232560028,0.0892704506964284,0.3041166686937004,0.6680809285038047,1.1470828427284174,75.41163556531285,3709.5296,0.194826529322548,CBRE GROUP INC,2.86,956586.9998710508,16960.864,8793.633333333333,6978.466666666666,1.741,3.25
CBRE,2011Q1,324.663,234237123.0,13.622,78.658,34.369,1083.269,1149.145,4792.898,0.11,-0.2395513111274222,0.0071708181563638,0.0071708181563638,0.0299083231445988,-0.2823182518458229,-0.6387686033801396,1.223729342951423,100.0,5711.0651,-0.0354629518620992,CBRE GROUP INC,0.189,607552.9614517713,16920.632,8907.066666666668,7036.100000000001,1.724,3.25
CBRE,2011Q2,324.993,224177360.0,47.148,130.427,61.223,1266.406,1239.658,5282.732,0.19,-0.2344729961694062,0.0121526892114934,0.0115892685829983,0.0493870083523036,0.2000776302521718,0.7813436527102913,1.458451984135744,79.64148527528809,4786.6492,-0.0428243301561709,CBRE GROUP INC,0.212,838158.6634436401,17035.114,9103.266666666668,7169.266666666668,1.709,3.25
CBRE,2011Q3,327.906,400310509.0,95.398,149.331,63.807,1353.824,1358.062,6415.103,0.2,-0.2115417320657205,0.0116077920854094,0.0099463718665156,0.0469838637705789,0.0789224999261715,0.0422063603547686,1.4094771002764153,31.96300102774923,589.2258000000002,0.0248688060852194,CBRE GROUP INC,0.198,914435.7203404064,17031.313,9469.7,7392.566666666666,1.652,3.25
CBRE,2011Q4,327.972,332203239.0,147.98,191.407,79.763,1536.37,1417.163,7219.143,0.25,-0.1961677445646941,0.0134565022609143,0.0110488183985273,0.0562835750016053,0.1493434510965725,0.2500666071120723,1.3031285718975412,37.60603204524033,963.3838,0.0795900403107197,CBRE GROUP INC,0.111,805666.7484053862,17222.583,9628.433333333332,7469.699999999999,1.645,3.25
CBRE,2012Q1,328.044,241219824.0,8.086,85.219,26.975,1218.313,1402.343,6539.557,0.08,-0.2142871451384245,0.0041248971451735,0.0041248971451735,0.0192356648836982,-0.2345373874831667,-0.6618106139438085,1.3796185938628347,100.0,2528.6642,-0.0657481902967266,CBRE GROUP INC,0.115,714142.7318070319,17367.01,9799.633333333331,7587.4,1.64,3.25
CBRE,2012Q2,328.219,194059007.0,38.705,181.394,75.873,1381.387,1434.942,6576.395,0.23,-0.2180437762634391,0.0115695757349523,0.011537171961234,0.052875307852164,0.1860222564776452,1.8127154772937903,1.4039241672049647,56.83453237410072,1316.8088000000002,-0.0438585826643557,CBRE GROUP INC,0.117,812505.4801493215,17444.525,9951.933333333332,7695.666666666666,1.629,3.25
CBRE,2012Q3,329.161,198129119.0,80.587,151.231,39.709,1365.814,1519.106,6768.777,0.12,-0.2242806935433092,0.0059908787290991,0.0058664955279218,0.0261397163858216,-0.0274620780367705,-0.4766385934390362,1.3724751149116523,65.35129932627527,2001.2380000000005,-0.0259347941116496,CBRE GROUP INC,0.12,754703.949434144,17469.65,10139.566666666668,7787.666666666668,1.609,3.25
CBRE,2012Q4,330.082,168708159.0,150.232,238.0,172.998,1723.096,1681.812,7809.542,0.53,-0.2152254255115088,0.0249868285032669,0.0221521313285721,0.102864053770576,0.2881545544511854,3.356644589387796,1.3303032372649668,69.69696969696969,2343.1128,0.0601749051992155,CBRE GROUP INC,0.116,1136943.9762338412,17489.852,10369.666666666666,7929.0,1.584,3.25
CBRE,2013Q1,331.185,175901085.0,8.815,99.55,37.546,1329.232,1705.787,6887.64,0.11,-0.2475139525294585,0.0054512140588067,0.0054512140588067,0.0220109544743863,-0.264618021523088,-0.7829685892322454,1.283592856837176,100.0,4526.0133000000005,-0.0180162625828662,CBRE GROUP INC,0.116,778371.4474596151,17662.4,10529.033333333333,8055.066666666666,1.581,3.25
CBRE,2013Q2,331.302,171692521.0,39.552,180.128,69.902,1518.285,1711.449,6348.288,0.21,-0.2694346885333495,0.0105624630173267,0.011011157653843,0.0408437528667228,0.1809759989912294,0.8617695626697919,1.2930693227121517,73.89502762430939,4112.3107,0.0200871039800796,CBRE GROUP INC,0.106,848565.9195666893,17709.671,10642.466666666667,8126.0,1.572,3.25
CBRE,2013Q3,331.377,150029614.0,78.743,157.379,94.444,1528.963,1836.307,6177.335,0.28,-0.2971033625341672,0.0145947644144109,0.0152887936302628,0.0514314872186404,-0.0046773447285727,0.3510915281393951,1.3568580695892554,71.619812583668,3949.922,0.0541317692395713,CBRE GROUP INC,0.095,847684.5743637836,17860.45,10790.366666666669,8230.666666666666,1.571,3.25
CBRE,2013Q4,331.927,190030468.0,156.358,293.86,114.646,1887.007,1936.006,6998.414,0.34,-0.2764920737755726,0.0173629262541715,0.0163817116278059,0.0592177916803976,0.2883642680576239,0.2139045360213458,1.0978374665162296,80.07518796992481,4926.784099999999,0.1696251531527265,CBRE GROUP INC,0.096,1177468.4835487162,18016.147,11001.633333333331,8353.566666666666,1.563,3.25
RMAX,2018Q4,17.754,10240304.0,7.787,15.05,6.274,30.365,79.275,426.84,0.35,-0.1833825320963359,0.0148977294853468,0.0146987161465654,0.0791422264269946,-0.0733605511610104,-0.2291436294385058,1.8659178584368807,28.691476590636256,241.49550000000005,0.2002100436669728,RE/MAX HOLDINGS INC,229.25,1286725.6458312972,20304.874,14294.933333333334,10567.866666666669,1.463,5.278225806451613
RMAX,2019Q1,17.808,9118408.0,3.94,13.326,4.409,52.294,83.626,525.936,0.25,-0.1571027653554805,0.0083831492805208,0.0083831492805208,0.0527228373950685,0.4000118014987903,-0.2972585272553395,1.4311757325263856,100.0,318.21329999999995,0.0520560528702623,RE/MAX HOLDINGS INC,267.603,1182763.236844842,20431.641,14484.5,10732.9,1.458,5.5
RMAX,2019Q2,17.809,12141985.0,7.378,22.484,8.57,43.356,91.925,523.849,0.48,-0.1735710099666124,0.0163271527026962,0.0163596761662234,0.0932281751427794,0.0028520048329541,0.9437514175550012,1.551638352234524,50.03211303789339,173.21179999999998,0.075890504885956,RE/MAX HOLDINGS INC,282.761,1505876.5066833564,20602.275,14659.433333333334,10855.7,1.46,5.5
RMAX,2019Q3,17.836,15148482.0,10.093,23.6,9.173,42.346,100.41,531.733,0.51,-0.1869547310398263,0.0174003710359287,0.0172511391995606,0.0913554426849915,0.0022414928342275,0.0703617269544922,1.664641929662397,54.154390100176784,192.3598000000001,0.1251811811993458,RE/MAX HOLDINGS INC,258.473,1449060.8816996848,20843.322,14939.866666666669,11072.0,1.454,5.307692307692308
