tic,datafqtr,cshoq,cshtrq,capxy,niq,xoprq,teqq,atq,epsfiq,cogsq,Debt_to_TA,NI_to_Asset,ROA,Revenue_growth,NI_growth,Current_ratio,MVA,CFROI,EBITDA_growth,EBITDA_margin,conm,EBITDA,SALE PRICE,Real GDP SA(billion),M2 SA(billion),M2-M1 Growth Gap(%),M2V,Prime Rate(%)
NLP,2012Q3,10.381,227039.0,0.0,-3.062,13.816,28.086,305.672,-0.28,13.816,-0.08861132193985709,-0.009935472427063075,-0.009970677351551039,0.015647921760391315,0.06838799720865318,,-240.6564,,0.0,,NTS REALTY HOLDINGS LP,-0.313,754703.949434144,17469.65,10139.566666666668,-2.353169378929976,1.609,3.25
NLP,2012Q4,10.381,342264.0,0.0,-3.368,14.251,23.83,301.564,-0.29,14.251,-0.07570532291652848,-0.010987415690016555,-0.011092886456007218,-0.006052685879358921,0.0999346832135859,,-201.48499999999999,,0.0,,NTS REALTY HOLDINGS LP,-0.797,1136943.9762338412,17489.852,10369.666666666666,-1.5049256914316578,1.584,3.25
NLP,2013Q1,10.381,350642.0,0.0,0.339,13.111,23.333,296.214,0.03,13.111,-0.07539481591011903,0.0011444428690068668,0.0011342003218586165,0.11237976610615164,-1.1006532066508314,,-209.14430000000004,,0.0,,NTS REALTY HOLDINGS LP,-0.379,778371.4474596151,17662.4,10529.033333333333,0.1724729699606797,1.581,3.25
NLP,2013Q2,10.381,228622.0,0.0,-2.064,13.273,20.459,293.529,-0.19,13.273,-0.06629327936932977,-0.006999659173572218,-0.006999659173572218,-0.08491446345256604,-7.088495575221239,,-207.5818,,0.0,,NTS REALTY HOLDINGS LP,-0.284,848565.9195666893,17709.671,10642.466666666667,-0.6405504165002629,1.572,3.25
NLP,2013Q4,10.381,1451217.0,0.0,-2.042,13.356,14.668,282.585,-0.2,13.356,-0.04836774775731196,-0.007032086044907893,-0.007142482379894717,-0.10913095714857823,-0.04668534080298792,,-155.9896,,0.0,,NTS REALTY HOLDINGS LP,-0.455,1177468.4835487162,18016.147,11001.633333333331,-1.4943082194357693,1.563,3.25
NLP,2014Q1,10.381,985313.0,0.0,-1.714,13.204,12.744,279.937,-0.15,13.204,-0.04195229640954929,-0.006122806202824207,-0.006093983879741593,0.1230988237057018,-0.16062683643486775,,-179.16699999999997,,0.0,,NTS REALTY HOLDINGS LP,-0.323,981631.9192982456,17953.974,11173.3,-1.5790229274862178,1.539,3.25
NMRK,2015Q4,,,12.133,-2.803,1142.439,804.034,1657.93,-0.02,1142.439,-0.48435941203790267,-0.0016906624525764055,,79.06984656437625,0.6353558926487748,1.1389770791122547,,,3.8911075387088596,0.048163419696112555,NEWMARK GROUP INC,-0.584,1281596.9892533692,18892.206,12290.766666666668,0.3571472247114515,1.5,3.290322580645161
NMRK,2016Q1,,,12.133,-2.803,1142.439,804.034,1657.93,-0.02,1142.439,-0.48435941203790267,-0.0016906624525764055,,0.0,0.0,1.1389770791122547,,,0.0,0.048163419696112555,NEWMARK GROUP INC,-0.475,1177307.1113675174,19001.69,12571.066666666666,0.0117995761075073,1.474,3.5
NMRK,2016Q2,,,12.133,-2.803,1142.439,804.034,1657.93,-0.02,1142.439,-0.48435941203790267,-0.0016906624525764055,,0.0,0.0,1.1389770791122547,,,0.0,0.048163419696112555,NEWMARK GROUP INC,-0.431,1336356.476215552,19062.709,12772.8,-1.285503976388025,1.465,3.5
NMRK,2016Q3,,,12.133,-2.803,1142.439,804.034,1657.93,-0.02,1142.439,-0.48435941203790267,-0.0016906624525764055,,0.0,0.0,1.1389770791122547,,,0.0,0.048163419696112555,NEWMARK GROUP INC,-0.526,999489.5267452007,19197.938,12965.933333333334,-0.4828910554881549,1.457,3.5
NMRK,2016Q4,,,27.26,168.401,1123.52,983.783,2534.688,1.07,1123.52,-0.38773332260222954,0.06643855180598164,,0.12475432140217801,-61.07884409561185,1.0513133395822667,,,2.917502767783006,0.1677524828090428,NEWMARK GROUP INC,-0.359,1111994.4043692541,19304.352,13171.533333333333,0.0460635063025849,1.449,3.545081967213114
NMRK,2017Q1,,,27.26,36.711,277.294,983.783,2534.688,0.16,277.294,-0.38773332260222954,0.06643855180598164,,-0.7536398606500971,-0.7820024821705335,1.0513133395822667,,,-0.7558629886559836,0.1662387020343855,NEWMARK GROUP INC,-0.517,993844.7319577826,19398.343,13365.566666666666,-0.9240006500278451,1.443,3.7983870967741935
NMRK,2017Q2,,,27.26,55.145,325.94,983.783,2534.688,0.24,325.94,-0.38773332260222954,0.06643855180598164,,0.21795827795851852,0.5021383236632073,1.0513133395822667,,,0.4312509043553756,0.19535093847745208,NEWMARK GROUP INC,-0.511,1082544.3863837312,19506.949000000004,13526.633333333331,-1.0648065244442728,1.437,4.046153846153846
NMRK,2017Q3,150.504,,13.333,98.807,346.189,1290.536,2539.916,0.44,346.189,-0.5077081289302481,0.038901680213046415,,-0.01691061566984564,0.7917671593072808,1.1475909407887839,,,-0.3424574439852902,0.13066111531034275,NEWMARK GROUP INC,-2.004,926240.3432822403,19660.766,13671.0,-0.7797765188628958,1.44,4.25
NMRK,2017Q4,154.434,15887597.0,19.069,-46.171,422.551,222.318,2273.007,-0.21,422.551,-0.09736793595444274,-0.019186261654300305,-0.019186261654300305,0.15658390692605373,-1.467284706549131,1.054318491977899,1128.8765999999998,0.6392216382934277,-0.2691997232472324,0.08255966442020427,NEWMARK GROUP INC,-0.43600000000000005,1046993.903316931,19882.352,13823.666666666666,-0.2563085866043479,1.449,4.294354838709677
NMRK,2018Q1,154.762,38203833.0,1.714,19.997,360.525,531.577,3057.15,0.12,360.525,-0.17355281880182521,0.0065410594835058795,0.007503343710138369,-0.06538768845966803,-1.4331073617638777,1.0446026844214278,984.6528000000001,-0.31041232576590444,0.8391847468770548,0.16246573433071598,NEWMARK GROUP INC,-0.391,1170127.0065268297,20044.077,13926.166666666666,-0.2669601281311662,1.46,4.528225806451613
NMRK,2018Q2,154.762,17997277.0,9.128,0.739,420.255,757.395,2837.139,0.0,420.255,-0.26660484382330224,0.0002507511932312786,0.0002507511932312786,0.08400083631464028,-0.9630444566685002,1.0557908060198467,764.3343,-0.0829723536356339,-0.33704153857153063,0.09936157764685964,NEWMARK GROUP INC,-0.179,1106615.900174488,20150.476,14051.133333333331,0.6434192116512083,1.465,4.796875
NMRK,2018Q3,154.779,16752648.0,10.786,68.237,423.016,988.3,3721.094,0.43,423.016,-0.2653251973747505,0.02128994757671119,0.020809568674976932,0.11184713867202145,91.33694181326116,0.9792406762236565,285.596,-0.3095906398892526,1.066107324648434,0.18464020477670975,NEWMARK GROUP INC,-0.495,1059250.7721664826,20276.154,14189.133333333331,0.2076820502577847,1.466,5.007936507936508
NMRK,2018Q4,178.201,84471173.0,21.016,17.759,539.653,1056.799,3454.157,0.09,539.653,-0.30566039702306524,0.005435233374701787,0.004950070736201424,0.21757910907482336,-0.7397452994709615,1.0555165414242969,-191.72299999999996,-0.2115239157447905,-0.039199106406522355,0.14570098355050176,NEWMARK GROUP INC,-0.19,1286725.6458312972,20304.874,14294.933333333334,-0.3447157313793969,1.463,5.278225806451613
NMRK,2019Q1,178.708,77803752.0,5.936,16.904,371.842,1020.798,3453.198,0.08,371.842,-0.29531987450473446,0.004895172532823198,0.00489449289923567,-0.2913370619495924,-0.04814460273664056,1.018577740968224,-304.3082999999999,0.021211953314660203,-0.1762750168408702,0.16935772110727879,NEWMARK GROUP INC,0.07600000000000001,1182763.2368448419,20431.641,14484.5,0.6678631100625054,1.458,5.5
NMRK,2019Q2,177.965,63295138.0,10.74,22.668,465.061,1016.003,3506.858,0.11,465.061,-0.28943373241802206,0.0065137406940403925,0.0065137406940403925,0.23192361992244037,0.3409843823946994,1.0284844017119288,-248.2992999999999,0.11018840801415145,0.13985543567151204,0.1567007206089817,NEWMARK GROUP INC,0.239,1505876.5066833564,20602.275,14659.433333333334,-0.1819015127323853,1.46,5.5
NMRK,2019Q3,176.275,48520396.0,23.447,88.698,491.068,978.913,3583.68,0.48,491.068,-0.27287955397803376,0.025237164511706284,0.02501869392703346,0.06374868988427473,2.9129168872419267,0.9690840964927699,-237.9414999999999,0.19472037853702964,0.10587037272758826,0.16290566179253163,NEWMARK GROUP INC,0.37,1449060.8816996848,20843.322,14939.866666666669,0.2269260904127046,1.454,5.307692307692308
NMRK,2019Q4,177.551,51304033.0,34.526,-10.965,586.035,940.625,3201.599,-0.08,586.035,-0.2934861611338584,-0.0031909007674240024,-0.0032319967977735326,0.07795320421250729,-1.1236217276601501,1.0269211306434842,609.5707,0.5258097081046343,-0.5152146160768474,0.07326318386245896,NEWMARK GROUP INC,-0.257,1423572.2642724281,20985.448,15264.066666666666,-0.1473515065297581,1.437,4.834677419354839
NMRK,2020Q1,177.988,87099899.0,9.849,8.182,423.644,920.933,3886.237,0.03,423.644,-0.23671561976276795,0.002105378544849426,0.0023087441639451024,-0.23472873218589296,-1.7461924304605563,1.2078937096161018,-1359.884,-0.24382514878394074,0.30125839107254637,0.12457586841072056,NEWMARK GROUP INC,0.33199999999999996,1553069.2605383706,20693.238,15625.866666666669,-0.8632501803911286,1.39,4.395161290322581
NMRK,2020Q2,179.097,119298637.0,11.977,0.311,306.195,884.812,4132.238,-0.01,306.195,-0.2138821626440684,7.75708597956594e-05,7.75708597956594e-05,-0.20708160271113596,-0.9619897335614764,1.171555897515183,-1204.7366000000002,-0.36503070825921174,0.2859038582755533,0.20202909957077744,NEWMARK GROUP INC,0.404,1116661.6523939923,19056.617,17666.766666666666,-193.6383215226967,1.128,3.25
NMRK,2020Q3,179.916,63859290.0,16.182,75.348,370.378,890.117,4678.612,0.39,370.378,-0.19003862684061,0.01780282359252953,0.01710345766866988,0.13605860569117345,241.2765273311897,1.0953173981626385,-1231.9849,-0.49210631815633976,-0.15447227883697545,0.1503630211618971,NEWMARK GROUP INC,0.453,1213428.4218484333,20548.793,18419.63333333333,-30.880825336942586,1.177,3.25
NMRK,2020Q4,182.461,71141040.0,19.626,-3.781,490.896,921.147,3982.45,-0.03,490.896,-0.23105048399854364,-0.0009067397973936567,-0.0008731030905909692,0.37965475712565233,-1.0501804958326697,1.0667217110031595,-510.0653,-0.38802777635716595,0.6862709201031323,0.18377988314439347,NEWMARK GROUP INC,0.32,1271328.3096547069,20771.691,18954.533333333333,-1.045805448183712,1.164,3.25
NMRK,2021Q1,184.4,57365154.0,2.443,33.105,415.633,970.673,4000.733,0.16,415.633,-0.2423738349947372,0.008274733655057709,0.008293684361237867,-0.16202492077163277,-9.75562020629463,1.0240546013915917,-253.5300000000002,0.1205392282771706,-0.20069664344521854,0.1752986229612286,NEWMARK GROUP INC,0.383,855158.0054728026,21058.379,19593.266666666663,-0.8694004364182328,1.156,3.25
NMRK,2021Q2,201.022,51766852.0,6.103,439.744,948.519,1571.22,4634.095,2.13,948.519,-0.33884070136671773,0.10185356326727063,0.10185356326727063,0.24979364260486525,12.283310678145297,1.3212319882303736,-277.92480000000023,0.257236161518369,-4.606777819280791,-0.5058940640226333,NEWMARK GROUP INC,0.244,1329110.84490085,21389.005,20354.1,-0.6531105624953293,1.148,3.25
NMRK,2021Q3,195.693,50543019.0,11.282,128.549,636.298,1623.722,5333.165,0.63,636.298,-0.3042699785211971,0.02760933514213531,0.025794250375730143,0.2512498590981327,-0.7076731007131423,1.132694912923545,-9.009200000000419,-0.09797916123474801,-1.4764756094499258,0.19264432336961348,NEWMARK GROUP INC,0.12100000000000001,1167546.4193757384,21571.421,20806.1,-0.3876501604479054,1.15,3.25
NMRK,2021Q4,189.558,72164708.0,19.721,149.33,759.279,1664.193,5216.201,0.74,759.279,-0.3188514016235187,0.031136048770149014,0.028310706065179655,0.24912260222350247,0.16165820037495426,1.1512317232176532,728.2865999999999,-0.016415846082190783,0.4831717469768422,0.2287402510599655,NEWMARK GROUP INC,0.07500000000000001,2122464.1374233593,21960.388,21310.166666666668,-0.3513741780035273,1.163,3.25
NMRK,2022Q1,189.843,84653994.0,8.669,0.362,541.951,1617.862,4440.444,0.0,541.951,-0.36412169593851423,8.152337919361216e-05,7.497427936928404e-05,-0.3110508641232913,-0.9975758387464005,1.1915642756377265,248.25059999999985,0.19192372813337255,-0.39474303578803405,0.20095334000740142,NEWMARK GROUP INC,0.07100000000000001,1470329.5722762686,21903.85,21663.63333333333,-0.2575648638018624,1.164,3.294354838709677
NMRK,2022Q2,181.288,114098582.0,17.529,48.519,608.147,1521.0,4614.991,0.26,608.147,-0.32936142237330474,0.010715995421534138,0.010715995421534138,0.11368277338491728,133.0303867403315,1.0636403116164883,-945.5669999999998,0.11148345261524145,0.08003903269354917,0.1948826507376693,NEWMARK GROUP INC,-0.21600000000000003,1589976.8317874055,21919.222,21694.0,-0.0938019613314633,1.19,3.928571428571429
NMRK,2022Q3,171.817,80363695.0,40.015,27.967,557.239,1484.114,4740.704,0.15,557.239,-0.31284678393757553,0.006081484102182502,0.005978604475669632,-0.12008441097660427,-0.4235866361631526,1.0828120680351756,-1260.4709999999998,0.0895642818719742,-0.27035766448150533,0.16160031054125054,NEWMARK GROUP INC,-0.21200000000000002,1899299.7391268578,22066.784,21589.63333333333,0.714614468406316,1.217,5.373076923076923
NMRK,2022Q4,171.671,69338110.0,62.189,6.427,524.396,1524.865,3940.759,0.04,524.396,-0.3866932740621794,0.0014494078953377302,0.0014806260189094856,-0.0863075983305398,-0.7701934422712482,0.6827250756475488,-800.2851,0.5403370628183055,-0.2282998314821194,0.136486838075227,NEWMARK GROUP INC,-0.351,1629664.3389195038,22249.459,21333.966666666664,1.3652773302294197,1.253,6.819672131147541
ASPS,2020Q1,15.559,6828207.0,0.511,-11.65,114.348,-31.524,368.595,-0.75,91.133,0.08823776773966005,-0.03160650578548271,-0.030913582605603715,-0.1367849425679517,-0.961941288311892,2.1435400486296357,-153.4125,-0.005834764290392818,0.1581524400195855,0.05843022298343269,ALTISOURCE PORTFOLIO SOLTNS,0.006,1553069.2605383706,20693.238,15625.866666666669,-0.8632501803911286,1.39,4.395161290322581
ASPS,2020Q2,15.629,10172308.0,1.466,-35.061,100.905,-64.85,328.349,-2.25,79.588,0.20054880630061306,-0.10061353566427145,-0.10061353566427145,-0.2149303382629031,2.009527896995708,1.8793638676844784,-8.383499999999998,-0.04546633804643923,-1.7839627959413753,-0.05834784250382832,ALTISOURCE PORTFOLIO SOLTNS,0.004,1116661.6523939923,19056.617,17666.766666666666,-193.6383215226967,1.128,3.25
ASPS,2020Q3,15.646,7593397.0,2.502,-13.237,85.267,-76.578,310.103,-0.85,69.546,0.2501684924041367,-0.03943311483972446,-0.04146592069568268,-0.06866858257640907,-0.6224580017683465,1.9588860901203473,-27.85419999999999,-0.05988352554312915,-1.6341901851518967,0.039731966890027594,ALTISOURCE PORTFOLIO SOLTNS,0.005,1213428.4218484333,20548.793,18419.63333333333,-30.880825336942586,1.177,3.25
ASPS,2020Q4,15.664,3252457.0,2.705,-7.208,67.8,-82.556,265.685,-0.46,52.617,0.31449272634887177,-0.022653630143659467,-0.02503699278206562,-0.32466918182330085,-0.4554657399712926,1.3998881822629115,29.37129999999999,-0.11536054999806883,-3.2205215419501134,-0.13064069639462364,ALTISOURCE PORTFOLIO SOLTNS,-0.003,1271328.3096547069,20771.691,18954.533333333333,-1.045805448183712,1.164,3.25
ASPS,2021Q1,15.795,3120993.0,0.467,-22.002,65.261,-105.258,239.701,-1.4,49.358,0.44329393702988307,-0.09178935423715379,-0.08707008108653584,-0.15843978254344127,2.052441731409545,1.194834623709019,-3.4709000000000003,-0.09916994578394991,0.8886903242277253,-0.29319330228871493,ALTISOURCE PORTFOLIO SOLTNS,0.0,855158.0054728026,21058.379,19593.266666666663,-0.8694004364182328,1.156,3.25
ASPS,2021Q2,15.897,13072908.0,0.693,-18.475,56.531,-123.724,222.116,-1.17,43.238,0.5615264096238002,-0.08001004726980601,-0.08001004726980601,-0.08766471812147048,-0.16030360876283967,0.9987681319898128,13.407299999999992,-0.15026010998182363,-0.29102460124357954,-0.22784040311895917,ALTISOURCE PORTFOLIO SOLTNS,0.008,1329110.84490085,21389.005,20354.1,-0.6531105624953293,1.148,3.25
ASPS,2021Q3,15.899,7352723.0,1.125,-18.269,53.454,-141.683,220.93,-1.15,39.869,0.645828995609469,-0.08027424507174691,-0.08246999182929085,-0.0607719206793943,-0.011150202976996093,1.0288233673188205,30.6361,-0.2769600581755501,-0.026596758817921673,-0.23613070323520569,ALTISOURCE PORTFOLIO SOLTNS,0.008,1167546.4193757384,21571.421,20806.1,-0.3876501604479054,1.15,3.25
ASPS,2021Q4,15.911,4892220.0,1.379,70.558,49.11,-68.87,257.808,4.4,35.739,0.27101563954570845,0.30006963973398687,0.2947666573365808,-0.10496496542793055,-4.862170890579671,2.5207591283540647,-1.2745999999999924,-0.3111342324917781,0.019097052198609354,-0.26886109962794547,ALTISOURCE PORTFOLIO SOLTNS,-0.067,2122464.1374233593,21960.388,21310.166666666668,-0.3513741780035273,1.163,3.25
ASPS,2022Q1,16.057,2876935.0,0.074,-12.19,45.601,-80.887,239.777,-0.76,33.248,0.3415131559740926,-0.05083890448208127,-0.048996653838037724,0.02097974369574196,-1.17276566796111,2.530937960386315,22.35329999999999,-0.08996236051445065,-0.4152412069959639,-0.1539882579208422,ALTISOURCE PORTFOLIO SOLTNS,0.005,1470329.5722762686,21903.85,21663.63333333333,-0.2575648638018624,1.164,3.294354838709677
ASPS,2022Q2,16.111,4891879.0,0.634,-15.495,48.708,-95.414,224.839,-0.96,35.741,0.42881350655357836,-0.06670024278113539,-0.06670024278113539,0.022902115598744777,0.271123872026251,2.314171039153793,19.749100000000027,-0.14609781595550883,0.36187345932621184,-0.20501719403280472,ALTISOURCE PORTFOLIO SOLTNS,0.001,1589976.8317874055,21919.222,21694.0,-0.0938019613314633,1.19,3.928571428571429
ASPS,2022Q3,16.117,4483944.0,0.863,-14.389,46.808,-108.52,211.282,-0.89,33.817,0.5183593491163468,-0.06386614548349011,-0.0659862744513564,-0.0504935553301501,-0.07137786382704092,2.0545050513363923,71.16990000000001,-0.1980400213414447,0.017014601182575362,-0.21959353830119854,ALTISOURCE PORTFOLIO SOLTNS,0.008,1899299.7391268578,22066.784,21589.63333333333,0.714614468406316,1.217,5.373076923076923
ASPS,2022Q4,16.129,6798913.0,0.863,-11.344,36.374,-118.874,195.005,-0.7,26.213,0.6147226994179636,-0.052102243303789285,-0.05584229867064414,-0.09319958311620646,-0.21161998749044408,2.1843083447673695,22.85329999999999,-0.29793843172133655,-0.8135975320360702,-0.045139786799988514,ALTISOURCE PORTFOLIO SOLTNS,0.008,1629664.3389195038,22249.459,21333.966666666664,1.3652773302294197,1.253,6.819672131147541
ASPS,2023Q1,20.815,15455240.0,0.0,-12.947,41.072,-110.397,177.583,-0.7,30.502,0.6272954055286823,-0.07290675346176154,-0.06949767571687762,0.13383903686463805,0.14130818053596617,1.531608133086876,-10.837000000000003,-0.02272794839016559,0.025461489497135226,-0.04082511847140214,ALTISOURCE PORTFOLIO SOLTNS,0.022,1459613.6526816022,22403.435,21088.666666666668,1.9455509463096927,1.288,7.693548387096774
ASPS,2023Q2,20.866,6707680.0,0.0,-18.85,40.109,-128.095,164.556,-0.9,29.252,0.7845049709521378,-0.11018913365620406,-0.11018913365620406,-0.10709307924279665,0.4559357380088054,1.2678132157095596,26.4572,-0.09272325836649417,2.025450031036624,-0.13832836668085713,ALTISOURCE PORTFOLIO SOLTNS,-0.007,1238056.3459540647,22539.418,20771.3,2.367238829351304,1.322,8.158730158730158
ASPS,2023Q3,26.482,7075169.0,0.0,-11.342,37.827,-112.934,162.636,-0.51,28.574,0.7005460045746329,-0.06740825120103017,-0.06932932345534121,0.027756492124308307,-0.39830238726790457,1.6606977125075066,4.438200000000009,-0.14572514721594154,-0.6688551497743127,-0.04456962969099494,ALTISOURCE PORTFOLIO SOLTNS,0.005,1218472.687682179,22780.933000000005,20746.4,1.5098286246508883,1.348,8.432539682539682
ASPS,2023Q4,26.496,7020916.0,0.0,-13.151,35.252,-125.055,154.858,-0.47,25.395,0.8140037970269538,-0.07974737467652467,-0.08284251040964553,-0.05677519122966901,0.15949567977429013,1.5531319910514543,1.8157999999999959,-0.18399474132191704,-0.3215613382899629,-0.0320578505138039,ALTISOURCE PORTFOLIO SOLTNS,0.014,1295990.3794906887,22960.6,20695.166666666668,1.2102770628190096,1.367,8.5
ASPS,2024Q1,26.953,7817677.0,0.0,-9.198,38.451,-132.698,148.868,-0.33,26.982,0.8980976435499907,-0.061786280463229176,-0.06056774856284941,0.15551717071171378,-0.30058550680556606,1.5132771925706403,-35.9342,-0.019631848000175523,-1.9296803652968038,0.025792394030758316,ALTISOURCE PORTFOLIO SOLTNS,0.001,1295990.3794906887,23053.545,20845.466666666664,0.703434760244237,1.373,8.5
ASPS,2024Q2,27.11,7169147.0,0.0,-8.307,35.492,-140.2,146.557,-0.29,26.231,0.9634476688250988,-0.056237623762376246,-0.056237623762376246,-0.00881704628949298,-0.09686888454011744,0.1977391747640307,177.2101,-40.73267326735002,2.56483300589391,0.09276347741622147,ALTISOURCE PORTFOLIO SOLTNS,-0.04,1295990.3794906887,23223.906,20998.5,0.5343483638902136,1.382,8.5
ASPS,2024Q3,27.171,7310960.0,0.0,-9.362,37.934,-148.686,144.503,-0.33,28.338,1.035867767451195,-0.06384226509792512,-0.06433037861609292,0.03604202346565777,0.12700132418442278,0.19151477697933897,180.1512,0.030802575380888625,-0.28437586111876556,0.06407441217833264,ALTISOURCE PORTFOLIO SOLTNS,0.005,1295990.3794906887,23400.294,21185.36666666667,0.3919033201033928,1.387,8.4375
ATMFF.1,2010Q1,20.576,39543.0,0.148,0.859,4.895,56.215,92.529,0.04,4.286,-0.5967318354245696,0.009283575959969308,,-0.8547531519084157,-1.0917538987395856,,-9.1552,,-0.6180207932229496,0.16850687956514354,CONSOLIDATED HCI HOLDIN -OLD,-0.027,596771.8953879483,16582.71,8509.766666666668,,1.735,3.25
ATMFF.1,2010Q2,20.576,39152.0,0.148,0.496,3.673,56.824,71.665,0.02,3.392,-0.778957650177911,0.006041633677235465,0.006041633677235465,-0.23441481229828431,-0.4225844004656577,,-25.9572,,-0.159274193548387,0.18504548480142005,CONSOLIDATED HCI HOLDIN -OLD,0.006,623600.6730619653,16743.162,8597.6,-0.0354053137646248,1.742,3.25
ATMFF.1,2010Q3,20.576,7560.0,0.148,0.434,4.279,57.14,71.979,0.02,3.986,-0.779949707553592,0.005512907910726459,0.006042716716326474,0.08808520079875759,-0.125,,-21.063000000000002,,-0.25059952038369315,0.12744698205546492,CONSOLIDATED HCI HOLDIN -OLD,0.0,645188.8766856759,16872.266,8682.300000000001,-0.9250870374598152,1.744,3.25
ATMFF.1,2011Q1,20.576,6608.0,0.0,0.743,3.321,60.585,71.881,0.03,3.081,-0.8289394972245795,0.01033652842893115,0.01036356155021027,0.46758802237578134,-0.6934818481848184,,-15.644600000000004,,0.7469325153374233,0.2553811659192825,CONSOLIDATED HCI HOLDIN -OLD,0.018,607552.9614517713,16920.632,8907.066666666668,-1.784149469337759,1.724,3.25
ATMFF.1,2011Q2,20.576,167337.0,0.0,3.225,3.603,48.45,58.724,0.16,3.411,-0.8080171650432533,0.04938555185482945,0.04938555185482945,-0.10134529147982063,3.3405114401076714,,-1.453000000000003,,-0.6444249341527656,0.10104790419161677,CONSOLIDATED HCI HOLDIN -OLD,0.009,838158.6634436401,17035.114,9103.266666666668,-1.1662795390406933,1.709,3.25
ATMFF.1,2011Q3,20.576,5585.0,0.0,1.45,1.791,49.802,58.983,0.07,1.583,-0.8273909431531119,0.022944490157604913,0.024637447220641085,-0.4563373253493015,-0.5503875968992249,,-16.179399999999994,,-0.041975308641975295,0.17806333180357964,CONSOLIDATED HCI HOLDIN -OLD,0.001,914435.7203404065,17031.313,9469.7,-3.375601293609054,1.652,3.25
